TF,Target
AT2G20180,AT4G34540
AT2G20180,AT4G34860
AT2G20180,AT4G34870
AT2G20180,AT4G35090
AT2G20180,AT4G35100
AT2G20180,AT4G35090
AT2G20180,AT4G35100
AT2G20180,AT4G35470
AT2G20180,AT4G35670
AT2G20180,AT4G35850
AT2G20180,AT4G36010
AT2G20180,AT4G36030
AT2G20180,AT4G36730
AT2G20180,AT4G36740
AT2G20180,AT4G36770
AT2G20180,AT4G36860
AT2G20180,AT4G36870
AT2G20180,AT4G37220
AT2G20180,AT4G37250
AT2G20180,AT4G37260
AT2G20180,AT4G37260
AT2G20180,AT4G37390
AT2G20180,AT4G37470
AT2G20180,AT4G37480
AT2G20180,AT4G37540
AT2G20180,AT4G37550
AT2G20180,AT4G37620
AT2G20180,AT4G37630
AT2G20180,AT4G37780
AT2G20180,AT4G37790
AT2G20180,AT4G37820
AT2G20180,AT4G37840
AT2G20180,AT4G37940
AT2G20180,AT4G37950
AT2G20180,AT4G38430
AT2G20180,AT4G38470
AT2G20180,AT4G38730
AT2G20180,AT4G39090
AT2G20180,AT4G39130
AT2G20180,AT4G39360
AT2G20180,AT4G39400
AT2G20180,AT4G39404
AT2G20180,AT4G39630
AT2G20180,AT4G39640
AT2G20180,AT4G39770
AT2G20180,AT4G39770
AT2G20180,AT5G01250
AT2G20180,AT5G01260
AT2G20180,AT5G01300
AT2G20180,AT5G01310
AT2G20180,AT5G01380
AT2G20180,AT5G01560
AT2G20180,AT5G01570
AT2G20180,AT5G02021
AT2G20180,AT5G02200
AT2G20180,AT5G02260
AT2G20180,AT5G02570
AT2G20180,AT5G02580
AT2G20180,AT5G02590
AT2G20180,AT5G03070
AT2G20180,AT5G03080
AT2G20180,AT5G03140
AT2G20180,AT5G03210
AT2G20180,AT5G03330
AT2G20180,AT5G03370
AT2G20180,AT5G03470
AT2G20180,AT5G03880
AT2G20180,AT5G03890
AT2G20180,AT5G04090
AT2G20180,AT5G04110
AT2G20180,AT5G04120
AT2G20180,AT5G04590
AT2G20180,AT5G04760
AT2G20180,AT5G04770
AT2G20180,AT5G05250
AT2G20180,AT5G05965
AT2G20180,AT5G05970
AT2G20180,AT5G06530
AT2G20180,AT5G06970
AT2G20180,AT5G06980
AT2G20180,AT5G07010
AT2G20180,AT5G07270
AT2G20180,AT5G07675
AT2G20180,AT5G07680
AT2G20180,AT5G07920
AT2G20180,AT5G07930
AT2G20180,AT5G08130
AT2G20180,AT5G08139
AT2G20180,AT5G08130
AT2G20180,AT5G08139
AT2G20180,AT5G08130
AT2G20180,AT5G08139
AT2G20180,AT5G08505
AT2G20180,AT5G08510
AT2G20180,AT5G08790
AT2G20180,AT5G09513
AT2G20180,AT5G09810
AT2G20180,AT5G09970
AT2G20180,AT5G10720
AT2G20180,AT5G10740
AT2G20180,AT5G10745
AT2G20180,AT5G11060
AT2G20180,AT5G11970
AT2G20180,AT5G11977
AT2G20180,AT5G12980
AT2G20180,AT5G13170
AT2G20180,AT5G13240
AT2G20180,AT5G13730
AT2G20180,AT5G13740
AT2G20180,AT5G13760
AT2G20180,AT5G13820
AT2G20180,AT5G14011
AT2G20180,AT5G14370
AT2G20180,AT5G14690
AT2G20180,AT5G15260
AT2G20180,AT5G15265
AT2G20180,AT5G15950
AT2G20180,AT5G15995
AT2G20180,AT5G16000
AT2G20180,AT5G16023
AT2G20180,AT5G16030
AT2G20180,AT5G16110
AT2G20180,AT5G16120
AT2G20180,AT5G16200
AT2G20180,AT5G16210
AT2G20180,AT5G17190
AT2G20180,AT5G17700
AT2G20180,AT5G18270
AT2G20180,AT5G18450
AT2G20180,AT5G18470
AT2G20180,AT5G18610
AT2G20180,AT5G18650
AT2G20180,AT5G18860
AT2G20180,AT5G18910
AT2G20180,AT5G18920
AT2G20180,AT5G19015
AT2G20180,AT5G20700
AT2G20180,AT5G20710
AT2G20180,AT5G21940
AT2G20180,AT5G21990
AT2G20180,AT5G22490
AT2G20180,AT5G22500
AT2G20180,AT5G22608
AT2G20180,AT5G23050
AT2G20180,AT5G24120
AT2G20180,AT5G24130
AT2G20180,AT5G24600
AT2G20180,AT5G24610
AT2G20180,AT5G25451
AT2G20180,AT5G25460
AT2G20180,AT5G26146
AT2G20180,AT5G26190
AT2G20180,AT5G26200
AT2G20180,AT5G26600
AT2G20180,AT5G27520
AT2G20180,AT5G27530
AT2G20180,AT5G27670
AT2G20180,AT5G28143
AT2G20180,AT5G28145
AT2G20180,AT5G28300
AT2G20180,AT5G36240
AT2G20180,AT5G36250
AT2G20180,AT5G37260
AT2G20180,AT5G37260
AT2G20180,AT5G37620
AT2G20180,AT5G37630
AT2G20180,AT5G37930
AT2G20180,AT5G37940
AT2G20180,AT5G38420
AT2G20180,AT5G38480
AT2G20180,AT5G39560
AT2G20180,AT5G39570
AT2G20180,AT5G39610
AT2G20180,AT5G39610
AT2G20180,AT5G39660
AT2G20180,AT5G39860
AT2G20180,AT5G40340
AT2G20180,AT5G40348
AT2G20180,AT5G40600
AT2G20180,AT5G40605
AT2G20180,AT5G40630
AT2G20180,AT5G40640
AT2G20180,AT5G40840
AT2G20180,AT5G40855
AT2G20180,AT5G40860
AT2G20180,AT5G41130
AT2G20180,AT5G41140
AT2G20180,AT5G41410
AT2G20180,AT5G41810
AT2G20180,AT5G42280
AT2G20180,AT5G42290
AT2G20180,AT5G42800
AT2G20180,AT5G42810
AT2G20180,AT5G42900
AT2G20180,AT5G42940
AT2G20180,AT5G42950
AT2G20180,AT5G43060
AT2G20180,AT5G43745
AT2G20180,AT5G43890
AT2G20180,AT5G44120
AT2G20180,AT5G44130
AT2G20180,AT5G44220
AT2G20180,AT5G45410
AT2G20180,AT5G46170
AT2G20180,AT5G46240
AT2G20180,AT5G46250
AT2G20180,AT5G46350
AT2G20180,AT5G46880
AT2G20180,AT5G46910
AT2G20180,AT5G47040
AT2G20180,AT5G47080
AT2G20180,AT5G47090
AT2G20180,AT5G47370
AT2G20180,AT5G47370
AT2G20180,AT5G47380
AT2G20180,AT5G47390
AT2G20180,AT5G47420
AT2G20180,AT5G47635
AT2G20180,AT5G47640
AT2G20180,AT5G47818
AT2G20180,AT5G47820
AT2G20180,AT5G48540
AT2G20180,AT5G48543
AT2G20180,AT5G48900
AT2G20180,AT5G48905
AT2G20180,AT5G49740
AT2G20180,AT5G49743
AT2G20180,AT5G49800
AT2G20180,AT5G49810
AT2G20180,AT5G50230
AT2G20180,AT5G50240
AT2G20180,AT5G50970
AT2G20180,AT5G51210
AT2G20180,AT5G52430
AT2G20180,AT5G52440
AT2G20180,AT5G52570
AT2G20180,AT5G52580
AT2G20180,AT5G52830
AT2G20180,AT5G52980
AT2G20180,AT5G52990
AT2G20180,AT5G53220
AT2G20180,AT5G53270
AT2G20180,AT5G53280
AT2G20180,AT5G53290
AT2G20180,AT5G53290
AT2G20180,AT5G53540
AT2G20180,AT5G53550
AT2G20180,AT5G53580
AT2G20180,AT5G53588
AT2G20180,AT5G53760
AT2G20180,AT5G54470
AT2G20180,AT5G54480
AT2G20180,AT5G54510
AT2G20180,AT5G54520
AT2G20180,AT5G54530
AT2G20180,AT5G54585
AT2G20180,AT5G54590
AT2G20180,AT5G54960
AT2G20180,AT5G54970
AT2G20180,AT5G55090
AT2G20180,AT5G55470
AT2G20180,AT5G55480
AT2G20180,AT5G55830
AT2G20180,AT5G56500
AT2G20180,AT5G56860
AT2G20180,AT5G56980
AT2G20180,AT5G57340
AT2G20180,AT5G57410
AT2G20180,AT5G57420
AT2G20180,AT5G58310
AT2G20180,AT5G58320
AT2G20180,AT5G58600
AT2G20180,AT5G58650
AT2G20180,AT5G58660
AT2G20180,AT5G58900
AT2G20180,AT5G59010
AT2G20180,AT5G59220
AT2G20180,AT5G59230
AT2G20180,AT5G59220
AT2G20180,AT5G59230
AT2G20180,AT5G59480
AT2G20180,AT5G59790
AT2G20180,AT5G60200
AT2G20180,AT5G60410
AT2G20180,AT5G60670
AT2G20180,AT5G60680
AT2G20180,AT5G60840
AT2G20180,AT5G60850
AT2G20180,AT5G60840
AT2G20180,AT5G60850
AT2G20180,AT5G60860
AT2G20180,AT5G61660
AT2G20180,AT5G61670
AT2G20180,AT5G61930
AT2G20180,AT5G61940
AT2G20180,AT5G61950
AT2G20180,AT5G61990
AT2G20180,AT5G62370
AT2G20180,AT5G62380
AT2G20180,AT5G62500
AT2G20180,AT5G62660
AT2G20180,AT5G62670
AT2G20180,AT5G62680
AT2G20180,AT5G63520
AT2G20180,AT5G63530
AT2G20180,AT5G63650
AT2G20180,AT5G63660
AT2G20180,AT5G63650
AT2G20180,AT5G63660
AT2G20180,AT5G63790
AT2G20180,AT5G63800
AT2G20180,AT5G64170
AT2G20180,AT5G64180
AT2G20180,AT5G64210
AT2G20180,AT5G64220
AT2G20180,AT5G64250
AT2G20180,AT5G64260
AT2G20180,AT5G64430
AT2G20180,AT5G64440
AT2G20180,AT5G64530
AT2G20180,AT5G64750
AT2G20180,AT5G64780
AT2G20180,AT5G64790
AT2G20180,AT5G64860
AT2G20180,AT5G65020
AT2G20180,AT5G65300
AT2G20180,AT5G65300
AT2G20180,AT5G65630
AT2G20180,AT5G65640
AT2G20180,AT5G65683
AT2G20180,AT5G65890
AT2G20180,AT5G66080
AT2G20180,AT5G66090
AT2G20180,AT5G66110
AT2G20180,AT5G66320
AT2G20180,AT5G66350
AT2G20180,AT5G66360
AT2G20180,AT5G66460
AT2G20180,AT5G66580
AT2G20180,AT5G66590
AT2G20180,AT5G66620
AT2G20180,AT5G66640
AT2G20180,AT5G66650
AT2G20180,AT5G66658
AT2G20180,AT5G66700
AT2G20180,AT5G66730
AT2G20180,AT5G66740
AT2G20180,AT5G66800
AT2G20180,AT5G66860
AT2G20180,AT5G66870
AT2G20180,AT5G66880
AT2G20180,AT5G67180
AT2G20180,AT5G67200
AT2G20180,AT5G67210
AT2G20180,AT5G67370
AT2G20180,AT5G67411
